 p   q  n_element      n_dofs      time/it    dofs/s/it  itCG  time/matvec  timeMVmerge  timeMVcompu  timeMVlinear
 2   3        128        1377  1.78018e-05  7.73516e+07    33  6.96751e-06  6.20633e-06  7.79223e-06  6.71655e-06
 2   3        256        2601  2.02525e-05  1.28429e+08    42  1.21366e-05  1.01672e-05  1.25328e-05  1.20631e-05
 2   3        512        4913  2.34994e-05   2.0907e+08    50   1.5899e-05  1.26946e-05  1.63409e-05  1.54735e-05
 2   3       1024        9537  2.84021e-05  3.35785e+08    67  2.01334e-05  1.52361e-05   2.1862e-05  1.99718e-05
 2   3       2048       18513  4.24181e-05  4.36441e+08    86   3.4316e-05  2.45186e-05  3.45154e-05  3.35147e-05
 2   3       4096       35937  6.76892e-05  5.30912e+08   101  5.62211e-05  3.94903e-05  5.72745e-05  5.56118e-05
 2   3       8192       70785  0.000111309  6.35933e+08   136  9.73183e-05  6.60338e-05  0.000101608  9.69633e-05
 2   3      16384      139425  0.000215692  6.46406e+08   177  0.000191836  0.000123518  0.000204578  0.000197695
 2   3      32768      274625  0.000545452  5.03481e+08   207  0.000459952  0.000251978  0.000388333  0.000376946
 2   3      65536      545025   0.00165935  3.28457e+08   278   0.00140274  0.000758346  0.000774494  0.000727702
 2   3     131072     1081665   0.00356097  3.03756e+08   362   0.00302617   0.00193865   0.00168256   0.00142834
 2   3     262144     2146689   0.00731197  2.93585e+08   420   0.00614918   0.00413723    0.0034721   0.00289149
 2   3     524288     4276737    0.0154629   2.7658e+08   565    0.0123382   0.00841663   0.00711681   0.00595751
 2   3    1048576     8520321    0.0308518  2.76169e+08   737    0.0243288    0.0165706    0.0143593    0.0122044
 2   3    2097152    16974593    0.0617857  2.74734e+08   854    0.0482708    0.0329146    0.0283234    0.0240471
 2   3    4194304    33883137     0.122572  2.76435e+08  1000    0.0958984    0.0652358    0.0562301    0.0478748

